AcademicGroup,AcademicOrganization,Subject,Catalog Number,Section,Class Number,Title,Instructor,Enrollment Capacity,Total Enrolled,Seats Available,Enrollment Status,Component,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Start Time,End Time,Location,Waitlist Cap,Waitlist Total
,,ENL, 102,11,15962,Critical Writ & Read II,"Evans,Eli Singh",25,24,1,Open,Lecture,Y,,,,Y,,,2:00 PM,2:50 PM,CVPA-105,15,0
,,ENL, 102,2101,16423,Critical Writ & Read II,"Jackim,Oksana V",0,11,-11,Closed,Lecture,,,,Y,,,,10:45 AM,1:00 PM,FRCE-208,0,0
,,ENL, 102,2101,16423,Critical Writ & Read II,"Jackim,Oksana V",0,11,-11,Closed,Lecture,,Y,,,,,,10:45 AM,1:00 PM,FRCE-209,0,0
,,ENL, 102,6101,16049,Critical Writ & Read II,"Lincoln,Polly A",25,8,17,Open,Lecture,,Y,,Y,,,,9:30 AM,10:45 AM,LARTS-120,0,0
,,ENL, 200,1,5952,Studies in Literature,"Harrison,Tracy",40,40,0,Closed,Lecture,,Y,,Y,,,,8:00 AM,9:15 AM,LARTS-210,15,0
,,ENL, 200,2,5959,Studies in Literature,"Harrison,Tracy",40,40,0,Closed,Lecture,,Y,,Y,,,,9:30 AM,10:45 AM,LARTS-210,15,0
,,ENL, 200,3,5960,Studies in Literature,"Satlow,Jacqueline R",40,39,1,Open,Lecture,,Y,,Y,,,,2:00 PM,3:15 PM,SENG-113,15,0
,,ENL, 200,5,5961,Studies in Literature,"Wilson,Mary Elizabeth",40,40,0,Closed,Lecture,,Y,,Y,,,,11:00 AM,12:15 PM,LARTS-120,15,0
,,ENL, 200,6,6015,Studies in Literature,"Fallas,Jennifer A",40,39,1,Open,Lecture,Y,,Y,,Y,,,10:00 AM,10:50 AM,LARTS-121,15,0
,,ENL, 200,7,6016,Studies in Literature,"Harrison,Tracy",40,40,0,Closed,Lecture,,Y,,Y,,,,2:00 PM,3:15 PM,LARTS-210,15,0
,,ENL, 200,8,6017,Studies in Literature,"Howe,Jenny L",40,40,0,Closed,Lecture,Y,,Y,,Y,,,1:00 PM,1:50 PM,LARTS-214,15,0
,,ENL, 200,11,6019,Studies in Literature,"O'Dell,Jacqueline E",40,33,7,Open,Lecture,Y,,Y,,Y,,,2:00 PM,2:50 PM,LARTS-214,15,0
,,ENL, 200,12,6020,Studies in Literature,"O'Dell,Jacqueline E",40,39,1,Open,Lecture,Y,,Y,,Y,,,10:00 AM,10:50 AM,LARTS-120,15,0
,,ENL, 200,13,6021,Studies in Literature,"Gelmi,Caroline Nicole",40,40,0,Closed,Lecture,Y,,Y,,Y,,,9:00 AM,9:50 AM,LARTS-120,15,0
,,ENL, 200,16,6022,Studies in Literature,"Matthews,Marybeth",40,40,0,Closed,Lecture,Y,,Y,,Y,,,12:00 PM,12:50 PM,LARTS-206,15,0
,,ENL, 200,17,6023,Studies in Literature,"Howe,Jenny L",40,40,0,Closed,Lecture,Y,,Y,,Y,,,2:00 PM,2:50 PM,AUD-007,15,0
,,ENL, 200,18,6024,Studies in Literature,"Gelmi,Caroline Nicole",40,41,-1,Closed,Lecture,Y,,Y,,Y,,,8:00 AM,8:50 AM,LARTS-120,15,0
,,ENL, 200,19,6025,Studies in Literature,"Harrison,Tracy",40,40,0,Closed,Lecture,,Y,,Y,,,,12:30 PM,1:45 PM,LARTS-210,15,0
,,ENL, 200,20,6026,Studies in Literature,"Peters,Morgan J",30,29,1,Open,Lecture,,Y,,Y,,,,3:30 PM,4:45 PM,LARTS-217,15,0
,,ENL, 200,21,6027,Studies in Literature,"Gelmi,Caroline Nicole",40,41,-1,Closed,Lecture,Y,,Y,,Y,,,12:00 PM,12:50 PM,LARTS-120,15,0
,,ENL, 200,22,6028,Studies in Literature,"Hankins,Laurel V",40,40,0,Closed,Lecture,,Y,,Y,,,,12:30 PM,1:45 PM,LARTS-204,15,0
,,ENL, 200,24,13345,Studies in Literature,"Lee,Deborah J",15,15,0,Closed,Lecture,Y,,Y,,Y,,,10:00 AM,10:50 AM,LARTS-214,10,0
,,ENL, 200,25,16273,Studies in Literature,"Evans,Shari",30,30,0,Closed,Lecture,,Y,,Y,,,,12:30 PM,1:45 PM,LARTS-101,10,0
,,ENL, 205,1,6029,Travel Literature,"Schaaf,Judy",40,41,-1,Closed,Lecture,,Y,,Y,,,,2:00 PM,3:15 PM,LARTS-204,15,0
,,ENL, 205,2,6030,Travel Literature,"Schaaf,Judy",40,40,0,Closed,Lecture,,Y,,Y,,,,11:00 AM,12:15 PM,LARTS-204,15,0
,,ENL, 211,1,6031,American Dream,"White,Charles W",40,39,1,Open,Lecture,,Y,,Y,,,,9:30 AM,10:45 AM,LARTS-115,15,0
,,ENL, 246,1,15126,Women Writers,"Riley,Jeannette",40,28,12,Open,Lecture,,Y,,Y,,,,3:30 PM,4:45 PM,DION-109,15,0
,,ENL, 250,1,6033,Introduction to Poetry,"Kellerman,Joan",40,44,-4,Closed,Lecture,Y,,Y,,Y,,,12:00 PM,12:50 PM,LARTS-204,15,0
,,ENL, 250,2,14773,Introduction to Poetry,"White,Charles W",40,39,1,Open,Lecture,,Y,,Y,,,,11:00 AM,12:15 PM,LARTS-115,15,0
,,ENL, 251,1,6034,Intro Short Story,"Nelles,William",40,40,0,Closed,Lecture,Y,,Y,,Y,,,1:00 PM,1:50 PM,LARTS-206,15,0
,,ENL, 254,1,6035,Autobiographical Writing,"Mann,Lucas Whithcer",20,20,0,Closed,Lecture,,Y,,Y,,,,3:30 PM,4:45 PM,LARTS-119,15,0
,,ENL, 257,1,6038,Rhetoric I: Intro to Rhetoric,"Blitefield,Jerrold S",20,21,-1,Closed,Lecture,Y,,Y,,Y,,,11:00 AM,11:50 AM,LARTS-103,10,0
,,ENL, 257,3,6039,Rhetoric I: Intro to Rhetoric,"Eisenhart,Christopher A",20,21,-1,Closed,Lecture,,Y,,Y,,,,12:30 PM,1:45 PM,LARTS-107,10,0
,,ENL, 258,1,6040,Literary Studies,"Arora,Anupama",20,19,1,Open,Lecture,Y,,Y,,Y,,,11:00 AM,11:50 AM,LARTS-107,10,0
,,ENL, 258,2,6041,Literary Studies,"Arora,Anupama",19,19,0,Closed,Lecture,Y,,Y,,Y,,,10:00 AM,10:50 AM,LARTS-107,10,0
,,ENL, 258,3,6042,Literary Studies,"Hankins,Laurel V",20,20,0,Closed,Lecture,,Y,,Y,,,,2:00 PM,3:15 PM,LARTS-201A,10,0
,,ENL, 258,6101,16298,Literary Studies,"Arora,Anupama",1,1,0,Closed,Lecture,Y,,Y,,Y,,,10:00 AM,10:50 AM,LARTS-107,0,0
,,ENL, 258,7101,13987,Literary Studies,"Nelles,William",20,18,2,Open,Lecture,,,,,,,,,,ONLINE,5,0
,,ENL, 259,1,6043,Crit Methods:Theory & Practice,"Wilson,Mary Elizabeth",20,16,4,Open,Lecture,,Y,,Y,,,,12:30 PM,1:45 PM,LARTS-105,10,0
,,ENL, 260,1,6044,Intermediate Composition,"Deluca,Katherine Marie",20,20,0,Closed,Lecture,,Y,,Y,,,,9:30 AM,10:45 AM,SENG-215,10,0
,,ENL, 260,2,6045,Intermediate Composition,"Lincoln,Polly A",19,14,5,Open,Lecture,,Y,,Y,,,,8:00 AM,9:15 AM,SENG-215,10,0
,,ENL, 260,4,6046,Intermediate Composition,"Sousa,Diane M",20,20,0,Closed,Lecture,Y,,Y,,Y,,,11:00 AM,11:50 AM,SENG-215,10,0
,,ENL, 260,5,6047,Intermediate Composition,"Amaral,Caitlin O'Neil",20,20,0,Closed,Lecture,Y,,Y,,Y,,,1:00 PM,1:50 PM,LARTS-103,10,0
,,ENL, 260,7,6048,Intermediate Composition,"Amaral,Caitlin O'Neil",20,18,2,Open,Lecture,Y,,Y,,Y,,,2:00 PM,2:50 PM,LARTS-103,10,0
,,ENL, 260,6101,16299,Intermediate Composition,"Lincoln,Polly A",1,1,0,Closed,Lecture,,Y,,Y,,,,8:00 AM,9:15 AM,SENG-215,0,0
,,ENL, 260,7101,13989,Intermediate Composition,"Hagan,Susan E",20,18,2,Open,Lecture,,,,,,,,,,ONLINE,0,0
,,ENL, 262,1,6049,Journalism I,"Amaral,Caitlin O'Neil",20,19,1,Open,Lecture,Y,,Y,,Y,,,11:00 AM,11:50 AM,LARTS-201A,15,0
,,ENL, 264,1,6051,Communicating in the Sciences,"Lehr,Elizabeth R",25,25,0,Closed,Workshop,,Y,,Y,,,,8:00 AM,9:15 AM,LARTS-201A,15,0
,,ENL, 264,2,6052,Communicating in the Sciences,"Lehr,Elizabeth R",25,25,0,Closed,Workshop,,Y,,Y,,,,9:30 AM,10:45 AM,LARTS-201A,15,0
,,ENL, 264,3,6053,Communicating in the Sciences,"Peter,Christine M",25,25,0,Closed,Workshop,Y,,Y,,Y,,,1:00 PM,1:50 PM,LARTS-118,15,0
,,ENL, 264,4,6054,Communicating in the Sciences,"Peter,Christine M",25,25,0,Closed,Workshop,Y,,Y,,Y,,,9:00 AM,9:50 AM,LARTS-103,15,0
,,ENL, 265,1,6075,Business Communication,"Sousa,Diane M",23,22,1,Open,Lecture,Y,,Y,,Y,,,8:00 AM,8:50 AM,LARTS-201A,15,0
,,ENL, 265,3,6076,Business Communication,"Deluca,Katherine Marie",25,26,-1,Closed,Lecture,,Y,,Y,,,,11:00 AM,12:15 PM,LARTS-201A,15,0
,,ENL, 265,4,6077,Business Communication,"Landers,Kathleen",25,25,0,Closed,Lecture,Y,,Y,,Y,,,9:00 AM,9:50 AM,LARTS-201A,15,0
,,ENL, 265,5,6078,Business Communication,"Landers,Kathleen",25,25,0,Closed,Lecture,Y,,Y,,Y,,,8:00 AM,8:50 AM,LARTS-102,15,0
,,ENL, 265,6,6079,Business Communication,"Martin,Melanie Rose",25,25,0,Closed,Lecture,Y,,Y,,Y,,,10:00 AM,10:50 AM,LARTS-201A,15,0
,,ENL, 265,7,6080,Business Communication,"Fielding,Kim Mary",25,24,1,Open,Lecture,Y,,Y,,Y,,,10:00 AM,10:50 AM,LARTS-119,15,0
,,ENL, 265,8,6081,Business Communication,"Brooks,Katherine Noelle",25,24,1,Open,Lecture,Y,,Y,,Y,,,12:00 PM,12:50 PM,LARTS-201A,15,0
,,ENL, 265,9,6082,Business Communication,"Brault,Aubrie Kaitlyn",25,25,0,Closed,Lecture,Y,,Y,,Y,,,2:00 PM,2:50 PM,CVPA-101,15,0
,,ENL, 265,10,6083,Business Communication,"Botvin,Joshua D",25,25,0,Closed,Lecture,,Y,,Y,,,,12:30 PM,1:45 PM,CVPA-105,15,0
,,ENL, 265,11,6084,Business Communication,"Whittingham,Katy E",25,25,0,Closed,Lecture,,Y,,Y,,,,8:00 AM,9:15 AM,CVPA-103,15,0
,,ENL, 265,12,6085,Business Communication,"Deluca,Katherine Marie",25,25,0,Closed,Lecture,,Y,,Y,,,,2:00 PM,3:15 PM,CVPA-103,15,0
,,ENL, 265,13,6086,Business Communication,"Botvin,Joshua D",25,25,0,Closed,Lecture,,Y,,Y,,,,8:00 AM,9:15 AM,LARTS-109,15,0
,,ENL, 265,14,6087,Business Communication,"LaFavre,Gabrielle Grace",25,25,0,Closed,Lecture,Y,,Y,,Y,,,1:00 PM,1:50 PM,SENG-109,15,0
,,ENL, 265,6101,16300,Business Communication,"Sousa,Diane M",2,1,1,Open,Lecture,Y,,Y,,Y,,,8:00 AM,8:50 AM,LARTS-201A,0,0
,,ENL, 266,1,6088,Technical Communication,"Miles,Sherri L",25,27,-2,Closed,Lecture,Y,,Y,,Y,,,8:00 AM,8:50 AM,LARTS-121,15,0
,,ENL, 266,2,6089,Technical Communication,"Shastany,Jill Nicole",25,25,0,Closed,Lecture,Y,,Y,,Y,,,1:00 PM,1:50 PM,LARTS-119,15,0
,,ENL, 266,3,6090,Technical Communication,"Shastany,Jill Nicole",25,25,0,Closed,Lecture,Y,,Y,,Y,,,12:00 PM,12:50 PM,LARTS-119,15,0
,,ENL, 266,4,6091,Technical Communication,,25,24,1,Open,Lecture,Y,,Y,,Y,,,9:00 AM,9:50 AM,CVPA-105,15,0
,,ENL, 266,5,6092,Technical Communication,"Gulbrandsen,Karen E",25,25,0,Closed,Lecture,,Y,,Y,,,,12:30 PM,1:45 PM,CVPA-107,15,0
,,ENL, 266,6,6093,Technical Communication,"Bhusal,Ashok",25,25,0,Closed,Lecture,,Y,,Y,,,,8:00 AM,9:15 AM,CVPA-107,15,0
,,ENL, 267,1,6037,Creative Writing:Poetry,"Kellerman,Joan",20,20,0,Closed,Lecture,Y,,Y,,Y,,,1:00 PM,1:50 PM,LARTS-201A,15,0
,,ENL, 269,1,6094,Creative Writing:Drama,"Peters,Morgan J",20,18,2,Open,Lecture,,Y,,Y,,,,12:30 PM,1:45 PM,CVPA-101,15,0
,,ENL, 279,1,6095,Tutoring Writing,"Cox,Anicca R",20,11,9,Open,Lecture,,,,Y,,,,11:00 AM,12:15 PM,LARTS-103,15,0
,,ENL, 279,1,6095,Tutoring Writing,"Cox,Anicca R",20,11,9,Open,Lecture,,Y,,,,,,11:00 AM,12:15 PM,LARTS-202,15,0
,,ENL, 298,1,15884,Experience Program,"Kellerman,Joan",1,1,0,Closed,Practicum,,,,,,,,,,,0,0
,,ENL, 298,2,16781,Experience Program,"Blitefield,Jerrold S",1,1,0,Closed,Practicum,,,,,,,,,,,0,0
,,ENL, 298,3,16816,Experience Program,"Hankins,Laurel V",1,1,0,Closed,Practicum,,,,,,,,,,,0,0
,,ENL, 300,1,6096,Survey British Lit I,"Waxler,Robert P",25,22,3,Open,Lecture,Y,,Y,,Y,,,12:00 PM,12:50 PM,LARTS-105,15,0
,,ENL, 305,7101,15695,Medieval Literature,"Nelles,William",20,13,7,Open,Lecture,,,,,,,,,,ONLINE,0,0
,,ENL, 311,1,6097,Western Literature I,"Nelles,William",25,24,1,Open,Lecture,Y,,Y,,Y,,,2:00 PM,2:50 PM,LARTS-105,15,0
,,ENL, 320,1,6099,Major Author,"Kellerman,Joan",20,21,-1,Closed,Lecture,Y,,Y,,Y,,,10:00 AM,10:50 AM,LARTS-105,15,0
,,ENL, 331,1,6100,Postcolonial Literature,"Arora,Anupama",25,13,12,Open,Lecture,Y,,,,,,,3:00 PM,5:30 PM,SENG-118,15,0
,,ENL, 336,1,14774,20 Cen Am Fict 1945-Present,"Waxler,Robert P",25,29,-4,Closed,Lecture,Y,,Y,,Y,,,11:00 AM,11:50 AM,LARTS-113,15,0
,,ENL, 341,1,6104,Copywriting,"Harrison,Stanley D",20,19,1,Open,Lecture,Y,,Y,,Y,,,2:00 PM,2:50 PM,LARTS-201A,15,0
,,ENL, 345,1,6103,Literary Theory,"Hankins,Laurel V",25,19,6,Open,Lecture,,Y,,Y,,,,9:30 AM,10:45 AM,LARTS-107,15,0
,,ENL, 355,1,6105,Rhetoric II: Advanced Rhetoric,"Harrison,Stanley D",20,10,10,Open,Lecture,Y,,,,,,,6:00 PM,8:30 PM,LARTS-101,15,0
,,ENL, 366,1,6106,Creat Writ:Forms Of Fict,"Amaral,Caitlin O'Neil",20,20,0,Closed,Lecture,Y,,Y,,,,,4:00 PM,5:15 PM,LARTS-109,15,0
,,ENL, 369,1,6107,Document Design,"Arrigo,Anthony F",20,15,5,Open,Lecture,,Y,,Y,,,,3:30 PM,4:45 PM,LARTS-203,15,0
,,ENL, 372,1,6109,Writ about Popular Cult,"Arrigo,Anthony F",20,20,0,Closed,Lecture,,Y,,Y,,,,12:30 PM,1:45 PM,LARTS-201A,15,0
,,ENL, 377,1,6102,Topics:Film & Video,"White,Charles W",25,26,-1,Closed,Lecture,,,Y,,,,,3:00 PM,5:30 PM,LARTS-115,15,0
,,ENL, 377,7101,13991,Topics:Film & Video,"Arora,Anupama",20,7,13,Open,Lecture,,,,,,,,,,ONLINE,0,0
,,ENL, 380,1,16043,Magazine Production,"Arrigo,Anthony F",20,15,5,Open,Lecture,,Y,,Y,,,,5:00 PM,6:15 PM,LARTS-203,10,0
,,ENL, 400,1,14772,Sem:American Literature,"Schaaf,Judy",15,11,4,Open,Seminar,,Y,,,,,,3:30 PM,6:00 PM,LARTS-112,10,0
,,ENL, 453,2,6112,Advanced Writing Workshop,"Mann,Lucas Whithcer",15,15,0,Closed,Seminar,,Y,,,,,,6:30 PM,9:00 PM,LARTS-101,10,0
,,ENL, 501,1,6113,Rhetorical Theory,"Blitefield,Jerrold S",15,14,1,Open,Lecture,Y,,,,,,,3:30 PM,6:00 PM,LARTS-201A,10,0
,,ENL, 549,1,6114,Teach Eng:Classroom Meth,"Harrison,Stanley D",15,1,14,Open,Lecture,,,,Y,,,,5:00 PM,7:30 PM,LARTS-201A,10,0
,,ENL, 549,8101,13994,Teach Eng:Classroom Meth,"Harrison,Stanley D",7,2,5,Open,Lecture,,,,Y,,,,5:00 PM,7:30 PM,LARTS-201A,0,0
,,ENL, 620,1,6115,Writ Comp User Documents,"Gulbrandsen,Karen E",15,12,3,Open,Lecture,,Y,,,,,,5:00 PM,7:30 PM,LARTS-202,10,0
,,ENL, 623,1,6116,Web Development & Design,"Harrison,Stanley D",15,9,6,Open,Lecture,,,Y,,,,,6:00 PM,8:30 PM,LARTS-203,10,0
,,ENL, 631,1,6117,Teach Tech Profess Writ,"Gulbrandsen,Karen E",15,10,5,Open,Lecture,,,,,,,,,,,10,0
,,ENL, 641,1,6118,Techncl/Scientf Journlsm,"Eisenhart,Christopher A",15,7,8,Open,Lecture,Y,,,,,,,6:15 PM,8:45 PM,LARTS-201A,10,0
,,ENL, 657,1,6119,Topics in American Literature,"Waxler,Robert P",15,6,9,Open,Seminar,Y,,,,,,,5:00 PM,7:30 PM,LARTS-111,10,0
,,ENL, 657,8101,13995,Topics in American Literature,"Waxler,Robert P",7,5,2,Open,Seminar,Y,,,,,,,5:00 PM,7:30 PM,LARTS-111,0,0
,,ENL, 701,1,6120,Internshp Tech Writing I,"Gulbrandsen,Karen E",1,2,-1,Closed,Practicum,,,,,,,,,,,1,0
,,ENL, 701,2,6121,Internshp Tech Writing I,"Eisenhart,Christopher A",1,0,1,Open,Practicum,,,,,,,,,,,1,0
,,ENL, 703,1,6122,Internship Journalism I,"Arrigo,Anthony F",1,1,0,Closed,Practicum,,,,,,,,,,,1,0
,,ENL, 703,2,6123,Internship Journalism I,"Eisenhart,Christopher A",1,0,1,Open,Practicum,,,,,,,,,,,1,0
,,ENL, 703,3,16699,Internship Journalism I,"Blitefield,Jerrold S",1,1,0,Closed,Practicum,,,,,,,,,,,0,0
,,ENL, 705,1,6124,Internship Creat Writ I,"Arrigo,Anthony F",1,0,1,Open,Practicum,,,,,,,,,,,1,0
,,ENL, 707,1,6125,Intern Bus Prof Writ I,"Blitefield,Jerrold S",1,1,0,Closed,Practicum,,,,,,,,,,,1,0
,,ENL, 707,2,6126,Intern Bus Prof Writ I,"Eisenhart,Christopher A",1,0,1,Open,Practicum,,,,,,,,,,,1,0
,,ENL, 750,1,16698,Grad Thesis/Project I,"Gulbrandsen,Karen E",1,1,0,Closed,Thesis Research,,,,,,,,,,,0,0
,,ENL, 750,7,6127,Grad Thesis/Project I,"Arrigo,Anthony F",1,0,1,Open,Thesis Research,,,,,,,,,,,1,0
,,ENL, 751,2,6128,Grad Thesis/Project II,"Harrison,Stanley D",1,0,1,Open,Thesis Research,,,,,,,,,,,1,0
,,ESL, 100,1,6129,Basic Eng as a Sec Lang,"Sitter,Zak",20,18,2,Open,Lecture,,,Y,,Y,,,11:00 AM,11:50 AM,LARTS-105,5,0
,,ESL, 100,1,6129,Basic Eng as a Sec Lang,"Sitter,Zak",20,18,2,Open,Lecture,Y,,,,,,,11:00 AM,11:50 AM,LARTS-202,5,0
,Forn Lang,ARA, 101,2,13332,Elementary Arabic I,"Youssef,Fadia",25,28,-3,Closed,Lecture,Y,,Y,,Y,,,11:00 AM,11:50 AM,LARTS-110,15,0
,,CHN, 201,1,13333,Intermediate Chinese I,"Zhang,Weihua A",25,9,16,Open,Lecture,,Y,,Y,,,,3:30 PM,4:45 PM,LARTS-110,15,0
,,FLL, 296,1,15966,Directed Study,"Borim Jr,Dario",1,1,0,Closed,Lecture,,,,,,,,,,,0,0
,,FLL, 495,1,15788,Independent Study,"Youssef,Fadia",1,1,0,Closed,Independent Study,,,,,,,,,,,0,0
,,FRN, 101,1,13337,Elementary French I,"Pelletier,Suzanne J",25,25,0,Closed,Lecture,,Y,,Y,,,,3:30 PM,4:45 PM,LARTS-210,10,0
,,FRN, 101,2,13338,Elementary French I,"Carnes,Karen A",25,26,-1,Closed,Lecture,Y,,Y,,Y,,,10:00 AM,10:50 AM,LARTS-108,15,0
,,FRN, 101,3,13339,Elementary French I,"Youssef,Fadia",25,22,3,Open,Lecture,Y,,Y,,Y,,,12:00 PM,12:50 PM,LARTS-110,15,0
,,FRN, 101,4,13340,Elementary French I,"Carnes,Karen A",24,23,1,Open,Lecture,Y,,Y,,Y,,,9:00 AM,9:50 AM,LARTS-108,10,0
,,FRN, 101,6101,16073,Elementary French I,"Carnes,Karen A",1,1,0,Closed,Lecture,Y,,Y,,Y,,,9:00 AM,9:50 AM,LARTS-108,0,0
,,FRN, 101,7101,13997,Elementary French I,"Cheyne,Michelle",25,12,13,Open,Lecture,,,,,,,,,,ONLINE,0,0
,,FRN, 201,1,13341,Intermediate French I,"Cheyne,Michelle",25,23,2,Open,Lecture,,Y,,Y,,,,12:30 PM,1:45 PM,LARTS-119,10,0
,,FRN, 201,2,13342,Intermediate French I,"Cheyne,Michelle",25,24,1,Open,Lecture,,Y,,Y,,,,9:30 AM,10:45 AM,SENG-210,10,0
,,FRN, 202,1,13343,Intermediate French II,"Lee,Deborah J",27,5,22,Open,Lecture,Y,,Y,,Y,,,8:00 AM,8:50 AM,LARTS-101,10,0
,,FRN, 204,1,13344,French Lit in Translation,"Lee,Deborah J",30,25,5,Open,Lecture,Y,,Y,,Y,,,10:00 AM,10:50 AM,LARTS-214,15,0
,,FRN, 301,1,13347,French Comp & Conv I,"Cheyne,Michelle",15,6,9,Open,Lecture,,Y,,Y,,,,8:00 AM,9:15 AM,SENG-210,10,0
,,FRN, 332,1,13349,Mastpcs French Lit II,"O'Hara,Stephanie E",15,3,12,Open,Lecture,Y,,Y,,Y,,,11:00 AM,11:50 AM,LARTS-112,10,0
,,FRN, 481,1,13350,Seminar in French,"O'Hara,Stephanie E",10,5,5,Open,Seminar,,,Y,,,,,4:30 PM,7:00 PM,LARTS-105,10,0
,,FRN, 496,1,15470,Directed Study,"O'Hara,Stephanie E",2,2,0,Closed,Independent Study,,,,,,,,,,,0,0
,,FRN, 581,1,13352,Seminar in French,"O'Hara,Stephanie E",3,0,3,Open,Seminar,,,Y,,,,,4:30 PM,7:00 PM,LARTS-105,3,0
,,FRN, 581,8101,16294,Seminar in French,"O'Hara,Stephanie E",5,1,4,Open,Seminar,,,Y,,,,,4:30 PM,7:00 PM,LARTS-105,0,0
,,GER, 101,1,13353,Elementary German I,"Khachatryan,Nane",27,30,-3,Closed,Lecture,,Y,,Y,,,,12:30 PM,1:45 PM,SENG-305,15,0
,,GER, 201,1,13354,Intermediate German I,"Khachatryan,Nane",20,9,11,Open,Lecture,,Y,,Y,,,,11:00 AM,12:15 PM,SENG-305,10,0
,,ITA, 101,1,13428,Elementary Italian I,"Facchini,Rose Elizabeth",25,24,1,Open,Lecture,Y,,Y,,Y,,,12:00 PM,12:50 PM,LARTS-109,15,0
,,ITA, 201,1,13355,Intermediate Italian I,"Facchini,Rose Elizabeth",25,13,12,Open,Lecture,Y,,Y,,Y,,,9:00 AM,9:50 AM,LARTS-109,10,0
,,SPA, 101,1,13356,Elementary Spanish I,"Demelo,Noemia M",25,26,-1,Closed,Lecture,,Y,,Y,,,,12:30 PM,1:45 PM,AUD-006,10,0
,,SPA, 101,2,13357,Elementary Spanish I,"Demelo,Noemia M",25,25,0,Closed,Lecture,,Y,,Y,,,,8:00 AM,9:15 AM,LARTS-108,15,0
,,SPA, 101,3,13358,Elementary Spanish I,"de Abreu,Jorge",25,25,0,Closed,Lecture,,Y,,Y,,,,9:30 AM,10:45 AM,CVPA-101,15,0
,,SPA, 101,4,13359,Elementary Spanish I,"Biron,Christina M",25,25,0,Closed,Lecture,,Y,,Y,,,,11:00 AM,12:15 PM,LARTS-109,15,0
,,SPA, 101,5,13360,Elementary Spanish I,"Goncalves-Currey,Dora M",25,26,-1,Closed,Lecture,Y,,Y,,Y,,,12:00 PM,12:50 PM,LARTS-107,10,0
,,SPA, 101,6,13361,Elementary Spanish I,"Goncalves-Currey,Dora M",25,25,0,Closed,Lecture,Y,,Y,,Y,,,2:00 PM,2:50 PM,LARTS-107,10,0
,,SPA, 101,7,13362,Elementary Spanish I,"Demelo,Noemia M",25,25,0,Closed,Lecture,,Y,,Y,,,,2:00 PM,3:15 PM,AUD-006,10,0
,,SPA, 101,6102,14528,Elementary Spanish I,"Demelo,Noemia M",25,14,11,Open,Lecture,,Y,,Y,,,,3:30 PM,4:45 PM,LARTS-214,0,0
,,SPA, 101,6103,14529,Elementary Spanish I,"Goncalves-Currey,Dora M",25,10,15,Open,Lecture,Y,,Y,,Y,,,11:00 AM,11:50 AM,LARTS-217,0,0
,,SPA, 101,7101,14373,Elementary Spanish I,"Biron,Christina M",20,20,0,Closed,Lecture,,,,,,,,,,ONLINE,0,0
,,SPA, 102,1,13363,Elementary Spanish II,"Ouellette,Daniel",25,22,3,Open,Lecture,Y,,Y,,Y,,,3:00 PM,3:50 PM,LARTS-119,10,0
,,SPA, 102,2,13364,Elementary Spanish II,"Botelho,Matilde G",25,25,0,Closed,Lecture,,Y,,Y,,,,2:00 PM,3:15 PM,AUD-007,10,0
,,SPA, 102,3,13365,Elementary Spanish II,"Carnes,Karen A",25,25,0,Closed,Lecture,Y,,Y,,Y,,,12:00 PM,12:50 PM,LARTS-103,10,0
,,SPA, 102,4,13366,Elementary Spanish II,"Goncalves-Currey,Dora M",21,19,2,Open,Lecture,Y,,Y,,Y,,,1:00 PM,1:50 PM,LARTS-107,10,0
,,SPA, 102,5,13367,Elementary Spanish II,"Del Pozo Ortea,Marta",25,21,4,Open,Lecture,Y,,Y,,Y,,,9:00 AM,9:50 AM,LARTS-107,10,0
,,SPA, 102,6101,16231,Elementary Spanish II,"Goncalves-Currey,Dora M",4,4,0,Closed,Lecture,Y,,Y,,Y,,,1:00 PM,1:50 PM,LARTS-107,0,0
,,SPA, 201,1,13368,Intermediate Spanish I,"Vargas,Blanca",25,25,0,Closed,Lecture,Y,,Y,,Y,,,1:00 PM,1:50 PM,AUD-007,10,0
,,SPA, 201,2,13369,Intermediate Spanish I,"de Abreu,Jorge",25,25,0,Closed,Lecture,,Y,,Y,,,,8:00 AM,9:15 AM,CVPA-101,10,0
,,SPA, 201,3,13370,Intermediate Spanish I,"de Abreu,Jorge",25,27,-2,Closed,Lecture,,Y,,Y,,,,11:00 AM,12:15 PM,CVPA-101,10,0
,,SPA, 201,4,13371,Intermediate Spanish I,"Vargas,Blanca",24,23,1,Open,Lecture,Y,,Y,,Y,,,2:00 PM,2:50 PM,AUD-006,10,0
,,SPA, 201,5,13372,Intermediate Spanish I,"Vargas,Blanca",25,21,4,Open,Lecture,Y,,Y,,Y,,,3:00 PM,3:50 PM,LARTS-108,10,0
,,SPA, 201,6101,16072,Intermediate Spanish I,"Vargas,Blanca",1,1,0,Closed,Lecture,Y,,Y,,Y,,,2:00 PM,2:50 PM,AUD-006,0,0
,,SPA, 201,7101,14375,Intermediate Spanish I,"Biron,Christina M",20,15,5,Open,Lecture,,,,,,,,,,ONLINE,0,0
,,SPA, 201,8101,14382,Intermediate Spanish I,"Demelo,Noemia M",25,7,18,Open,Lecture,,Y,,,,,,6:30 PM,9:30 PM,LARTS-210,0,0
