Academic Group,Academic Organization,Subject,Catalog Number,Section,Session,Class Number,Title,CLASS_INSTRUCTOR_NAME,Instructor Emplid,Room Capacity,Room Capacity Request,Enrollment Capacity,Total Enrolled,Seats Available,Enrollment Status,Component,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Start Time,End Time,Location,Minimum Units,Maximum Units,Waitlist Cap,Waitlist Total
,,WGS, 101,3,1,12996,Intro Women's & Gender Studies,"McHenry,Kristen Abatsis",1059288,40,35,35,35,0,Closed,Lecture,,Y,,Y,,,,11:00 AM,12:15 PM,AUD-007,3,3,10,0
,,WGS, 101,4,1,12997,Intro Women's & Gender Studies,"Beggs,Courtney B",1367999,48,35,35,27,8,Open,Lecture,,Y,,Y,,,,5:00 PM,6:15 PM,LARTS-210,3,3,15,0
,,WGS, 101,5,1,12998,Intro Women's & Gender Studies,"Berggren,Heidi M",703723,40,35,35,35,0,Closed,Lecture,,Y,,Y,,,,12:30 PM,1:45 PM,AUD-007,3,3,10,0
,,WGS, 101,6,1,12999,Intro Women's & Gender Studies,"O'Hara,Stephanie E",971078,40,35,35,35,0,Closed,Lecture,Y,,Y,,Y,,,10:00 AM,10:50 AM,AUD-007,3,3,15,0
,,WGS, 104,2,1,13000,"ID:Gender, Race, Sexuality","Arruda,Elisabeth M",1494744,41,15,15,14,1,Closed,Lecture,,Y,,Y,,,,2:00 PM,3:15 PM,LARTS-120,3,3,10,0
,,WGS, 201,1,1,13001,Intro to Feminist Theory,"McHenry,Kristen Abatsis",1059288,35,20,20,20,0,Closed,Lecture,,Y,,,,,,3:30 PM,6:00 PM,SENG-215,3,3,15,0
,,WGS, 201,7101,CE1,14386,Intro to Feminist Theory,"McHenry,Kristen Abatsis",1059288,0,20,20,9,11,Open,Lecture,,,,,,,,,,ONLINE,3,3,0,0
,,WGS, 208,1,1,13002,Global Perspectives,"Arruda,Elisabeth M",1494744,30,25,25,22,3,Open,Lecture,Y,,Y,,Y,,,11:00 AM,11:50 AM,LARTS-108,3,3,15,0
,,WGS, 246,1,1,15127,Women Writers,"Riley,Jeannette",287011,30,40,40,11,29,Open,Lecture,,Y,,Y,,,,3:30 PM,4:45 PM,DION-109,3,3,15,0
,,WGS, 270,1,1,13147,Latin American Civ,"Mehrtens,Cristina M",703884,48,10,10,6,4,Open,Lecture,,Y,,Y,,,,9:30 AM,10:45 AM,LARTS-204,3,3,10,0
,,WGS, 300,7101,CE2,13992,Topics Women's&Gender Studies,"Arora,Anupama",1058009,0,20,20,5,15,Open,Lecture,,,,,,,,,,ONLINE,3,3,0,0
,,WGS, 300,7102,CE1,14006,Topics Women's&Gender Studies,"Mehrtens,Cristina M",703884,0,20,20,6,14,Open,Lecture,,,,,,,,,,ONLINE,3,3,0,0
,,WGS, 300,7103,CE1,14353,Topics Women's&Gender Studies,"Berggren,Heidi M",703723,0,20,20,6,14,Open,Lecture,,,,,,,,,,ONLINE,3,3,0,0
,,WGS, 312,1,1,13003,Feminist Research Methods,"McHenry,Kristen Abatsis",1059288,30,20,20,21,-1,Closed,Lecture,,,Y,,,,,3:00 PM,5:30 PM,LARTS-103,3,3,15,0
,,WGS, 312,7101,CE1,14387,Feminist Research Methods,"McHenry,Kristen Abatsis",1059288,0,20,20,5,15,Open,Lecture,,,,,,,,,,ONLINE,3,3,0,0
,,WGS, 323,1,1,13493,"Women, Film, & Popular Culture","Holloway,Memory A",286987,35,4,4,4,0,Closed,Lecture,,Y,,,,,,3:30 PM,6:00 PM,CVPA-156,3,3,4,0
,,WGS, 324,1,1,4946,"Gender, Crime and In-Justice","Jafri,Beenash",1535757,42,5,5,6,-1,Closed,Lecture,,Y,,Y,,,,2:00 PM,3:15 PM,LARTS-121,3,3,5,0
,,WGS, 324,2,1,4947,"Gender, Crime and In-Justice","Jafri,Beenash",1535757,42,5,5,5,0,Closed,Lecture,,Y,,Y,,,,11:00 AM,12:15 PM,LARTS-121,3,3,5,0
,,WGS, 399,1,1,16648,Women's Studies Internship,"Berggren,Heidi M",703723,,1,1,1,0,Closed,Independent Study,,,,,,,,,,,3,3,0,0
,Economics,ECO, 101,1,1,5537,Contemp Issues Economics,"Hall,Randall L",703716,56,50,50,30,20,Open,Lecture,Y,,Y,,Y,,,12:00 PM,12:50 PM,LARTS-116,3,3,10,0
,,ECO, 231,1,1,5542,Principles Micro,"Cosgrove,Sarah B",703881,114,60,60,60,0,Closed,Lecture,,Y,,Y,,,,9:30 AM,10:45 AM,LARTS-117,3,3,15,0
,,ECO, 231,02H,1,5543,Principles Micro,"Cosgrove,Sarah B",703881,20,20,20,12,8,Open,Lecture,,Y,,Y,,,,12:30 PM,1:45 PM,LIB-213,3,3,15,0
,,ECO, 231,3,1,5544,Principles Micro,"Meral,Merve",1054584,66,60,60,59,1,Open,Lecture,Y,,Y,,Y,,,9:00 AM,9:50 AM,SENG-115,3,3,15,0
,,ECO, 231,5,1,5545,Principles Micro,"Meral,Merve",1054584,66,48,48,49,-1,Closed,Lecture,Y,,Y,,Y,,,10:00 AM,10:50 AM,SENG-115,3,3,15,0
,,ECO, 231,6,1,5546,Principles Micro,"Hall,Randall L",703716,48,45,45,46,-1,Closed,Lecture,Y,,Y,,Y,,,8:00 AM,8:50 AM,LARTS-217,3,3,15,0
,,ECO, 231,7,1,5547,Principles Micro,"Jones,Robert T",297518,30,30,30,31,-1,Closed,Lecture,,Y,,Y,,,,3:30 PM,4:45 PM,LARTS-109,3,3,15,0
,,ECO, 231,8,1,5548,Principles Micro,"Hall,Randall L",703716,62,60,60,62,-2,Closed,Lecture,Y,,Y,,Y,,,2:00 PM,2:50 PM,LARTS-104,3,3,15,0
,,ECO, 231,6101,CE3,16297,Principles Micro,"Hall,Randall L",703716,48,3,3,2,1,Open,Lecture,Y,,Y,,Y,,,8:00 AM,8:50 AM,LARTS-217,3,3,0,0
,,ECO, 231,7101,CE2,13871,Principles Micro,"Cosgrove,Sarah B",703881,0,25,25,23,2,Open,Lecture,,,,,,,,,,ONLINE,3,3,10,0
,,ECO, 232,2,1,5549,Principles Macro,"Olitsky,Neal",1054600,62,48,48,46,2,Open,Lecture,,Y,,Y,,,,3:30 PM,4:45 PM,LARTS-104,3,3,15,0
,,ECO, 232,3,1,5550,Principles Macro,"Olitsky,Neal",1054600,62,60,60,60,0,Closed,Lecture,,Y,,Y,,,,2:00 PM,3:15 PM,LARTS-104,3,3,15,0
,,ECO, 232,4,1,5551,Principles Macro,"Waknis,Parag J",1270779,62,48,48,48,0,Closed,Lecture,Y,,Y,,Y,,,8:00 AM,8:50 AM,LARTS-104,3,3,15,0
,,ECO, 232,5,1,5552,Principles Macro,"Waknis,Parag J",1270779,48,48,48,45,3,Open,Lecture,Y,,Y,,Y,,,9:00 AM,9:50 AM,LARTS-217,3,3,15,0
,,ECO, 232,7101,CE4,13872,Principles Macro,"Olitsky,Neal",1054600,0,25,25,13,12,Open,Lecture,,,,,,,,,,ONLINE,3,3,0,0
,,ECO, 298,1,1,16688,Experience Program,"Jones,Robert T",297518,,1,1,1,0,Closed,Practicum,,,,,,,,,,,3,3,0,0
,,ECO, 301,1,1,5553,Intermediate Micro,"Olitsky,Neal",1054600,62,40,40,33,7,Open,Lecture,,Y,,Y,,,,11:00 AM,12:15 PM,LARTS-104,3,3,15,0
,,ECO, 312,1,1,5555,Econ Growth & Stability,"Waknis,Parag J",1270779,30,25,25,10,15,Open,Lecture,Y,,Y,,Y,,,2:00 PM,2:50 PM,LARTS-101,3,3,15,0
,,ECO, 332,1,1,5557,Economic Statistics,"Jones,Robert T",297518,30,30,30,27,3,Open,Lecture,,Y,,Y,,,,12:30 PM,1:45 PM,LARTS-111,3,3,15,0
,,ECO, 338,1,1,5559,Health Economics,"Meral,Merve",1054584,30,25,25,22,3,Open,Lecture,Y,,Y,,Y,,,1:00 PM,1:50 PM,LARTS-101,3,3,15,0
,,ECO, 342,7101,CE1,13870,Labor Economics,"Olitsky,Neal",1054600,0,25,25,8,17,Open,Lecture,,,,,,,,,,ONLINE,3,3,0,0
,,ECO, 350,1,1,5560,Intermediate Writing Economics,"Cosgrove,Sarah B",703881,30,25,25,11,14,Open,Lecture,,Y,,Y,,,,2:00 PM,3:15 PM,LARTS-109,3,3,15,0
,,ECO, 371,1,1,5561,International Trade,"Hall,Randall L",703716,30,25,25,20,5,Open,Lecture,Y,,Y,,Y,,,3:00 PM,3:50 PM,LARTS-109,3,3,15,0
,,ECO, 498,1,1,16686,Honors Thesis,"Jones,Robert T",297518,,1,1,1,0,Closed,Independent Study,,,,,,,,,,,3,3,0,0
,,ECO, 498,2,1,16762,Honors Thesis,"Hall,Randall L",703716,,1,1,1,0,Closed,Independent Study,,,,,,,,,,,3,3,0,0
,English,ENL, 100,1,1,5869,Basic English Review,"Benson,Nancy Mackenzie",287208,25,15,15,16,-1,Closed,Lecture,Y,,Y,,Y,,,11:00 AM,11:50 AM,SENG-108,3,3,5,0
,,ENL, 100,2,1,5870,Basic English Review,"Peter,Christine M",297441,25,15,15,15,0,Closed,Lecture,,,Y,,,,,12:00 PM,12:50 PM,LARTS-203,3,3,5,0
,,ENL, 100,2,1,5870,Basic English Review,"Peter,Christine M",297441,25,15,15,15,0,Closed,Lecture,Y,,,,Y,,,12:00 PM,12:50 PM,SENG-108,3,3,5,0
,,ENL, 100,5,1,5871,Basic English Review,"Cox,Anicca R",1270770,32,15,15,16,-1,Closed,Lecture,,,,Y,,,,3:30 PM,4:45 PM,LARTS-201A,3,3,5,0
,,ENL, 100,5,1,5871,Basic English Review,"Cox,Anicca R",1270770,32,15,15,16,-1,Closed,Lecture,,Y,,,,,,3:30 PM,4:45 PM,LARTS-202,3,3,5,0
,,ENL, 101,1,1,5872,Critical Writ & Read I,"Fair,Meghan Jane",909536,35,25,25,24,1,Open,Lecture,,,Y,,,,,11:00 AM,11:50 AM,LARTS-202,3,3,15,0
,,ENL, 101,1,1,5872,Critical Writ & Read I,"Fair,Meghan Jane",909536,35,25,25,24,1,Open,Lecture,Y,,,,Y,,,11:00 AM,11:50 AM,CVPA-156,3,3,15,0
,,ENL, 101,2,1,5873,Critical Writ & Read I,"Matthews,Marybeth",1575305,30,25,25,24,1,Open,Lecture,,,Y,,,,,10:00 AM,10:50 AM,LARTS-203,3,3,10,0
,,ENL, 101,2,1,5873,Critical Writ & Read I,"Matthews,Marybeth",1575305,30,25,25,24,1,Open,Lecture,Y,,,,Y,,,10:00 AM,10:50 AM,LARTS-113,3,3,10,0
,,ENL, 101,3,1,5874,Critical Writ & Read I,"Evans,Eli Singh",1613795,35,25,25,25,0,Closed,Lecture,,,Y,,Y,,,10:00 AM,10:50 AM,CVPA-105,3,3,15,0
,,ENL, 101,3,1,5874,Critical Writ & Read I,"Evans,Eli Singh",1613795,35,25,25,25,0,Closed,Lecture,Y,,,,,,,10:00 AM,10:50 AM,LARTS-202,3,3,15,0
,,ENL, 101,4,1,5875,Critical Writ & Read I,"Pietruszka,John",974050,30,25,25,25,0,Closed,Lecture,,,Y,,Y,,,12:00 PM,12:50 PM,SENG-215,3,3,10,0
,,ENL, 101,4,1,5875,Critical Writ & Read I,"Pietruszka,John",974050,30,25,25,25,0,Closed,Lecture,Y,,,,,,,12:00 PM,12:50 PM,LARTS-203,3,3,10,0
,,ENL, 101,5,1,5876,Critical Writ & Read I,"Fair,Meghan Jane",909536,32,25,25,24,1,Open,Lecture,,,Y,,Y,,,9:00 AM,9:50 AM,CVPA-156,3,3,15,0
,,ENL, 101,5,1,5876,Critical Writ & Read I,"Fair,Meghan Jane",909536,32,25,25,24,1,Open,Lecture,Y,,,,,,,9:00 AM,9:50 AM,LARTS-202,3,3,15,0
,,ENL, 101,6,1,5877,Critical Writ & Read I,"Howe,Jenny L",1575906,35,25,25,25,0,Closed,Lecture,,,,,Y,,,9:00 AM,9:50 AM,LARTS-202,3,3,15,0
,,ENL, 101,6,1,5877,Critical Writ & Read I,"Howe,Jenny L",1575906,35,25,25,25,0,Closed,Lecture,Y,,Y,,,,,9:00 AM,9:50 AM,CVPA-103,3,3,15,0
,,ENL, 101,7,1,5878,Critical Writ & Read I,"O'Dell,Jacqueline E",1576651,32,25,25,24,1,Open,Lecture,,,Y,,Y,,,1:00 PM,1:50 PM,CVPA-107,3,3,15,0
,,ENL, 101,7,1,5878,Critical Writ & Read I,"O'Dell,Jacqueline E",1576651,32,25,25,24,1,Open,Lecture,Y,,,,,,,1:00 PM,1:50 PM,LARTS-202,3,3,15,0
,,ENL, 101,08H,1,5879,Critical Writ & Read I,"Klein,Alison J",1586409,20,20,20,13,7,Open,Lecture,Y,,Y,,Y,,,9:00 AM,9:50 AM,LIB-213,3,3,15,0
,,ENL, 101,10,1,5880,Critical Writ & Read I,"Pietruszka,John",974050,35,25,25,25,0,Closed,Lecture,,,,,Y,,,8:00 AM,8:50 AM,LARTS-202,3,3,15,0
,,ENL, 101,10,1,5880,Critical Writ & Read I,"Pietruszka,John",974050,35,25,25,25,0,Closed,Lecture,Y,,Y,,,,,8:00 AM,8:50 AM,CVPA-156,3,3,15,0
,,ENL, 101,11,1,5881,Critical Writ & Read I,"Softcheck,John",288099,42,25,25,23,2,Open,Lecture,Y,,Y,,,,,4:00 PM,5:15 PM,LARTS-121,3,3,15,0
,,ENL, 101,12,1,5882,Critical Writ & Read I,"Zellars-Strohl,Shannon",1595756,30,25,25,25,0,Closed,Lecture,Y,,Y,,Y,,,11:00 AM,11:50 AM,LARTS-203,3,3,15,0
,,ENL, 101,13,1,5883,Critical Writ & Read I,"Klein,Alison J",1586409,35,25,25,24,1,Open,Lecture,,,Y,,,,,10:00 AM,10:50 AM,LARTS-202,3,3,15,0
,,ENL, 101,13,1,5883,Critical Writ & Read I,"Klein,Alison J",1586409,35,25,25,24,1,Open,Lecture,Y,,,,Y,,,10:00 AM,10:50 AM,CVPA-103,3,3,15,0
,,ENL, 101,14,1,5884,Critical Writ & Read I,"Fair,Meghan Jane",909536,32,25,25,25,0,Closed,Lecture,,,Y,,Y,,,12:00 PM,12:50 PM,DION-105,3,3,15,0
,,ENL, 101,14,1,5884,Critical Writ & Read I,"Fair,Meghan Jane",909536,32,25,25,25,0,Closed,Lecture,Y,,,,,,,12:00 PM,12:50 PM,LARTS-202,3,3,15,0
,,ENL, 101,15,1,5885,Critical Writ & Read I,"Fallas,Jennifer A",1459437,35,25,25,25,0,Closed,Lecture,,,Y,,,,,12:00 PM,12:50 PM,LARTS-202,3,3,15,0
,,ENL, 101,15,1,5885,Critical Writ & Read I,"Fallas,Jennifer A",1459437,35,25,25,25,0,Closed,Lecture,Y,,,,Y,,,12:00 PM,12:50 PM,CVPA-103,3,3,15,0
,,ENL, 101,16,1,5886,Critical Writ & Read I,"Zellars-Strohl,Shannon",1595756,30,25,25,24,1,Open,Lecture,Y,,Y,,Y,,,12:00 PM,12:50 PM,LARTS-112,3,3,15,0
,,ENL, 101,20,1,5887,Critical Writ & Read I,"Fallas,Jennifer A",1459437,35,25,25,25,0,Closed,Lecture,,,Y,,,,,1:00 PM,1:50 PM,LARTS-202,3,3,15,0
,,ENL, 101,20,1,5887,Critical Writ & Read I,"Fallas,Jennifer A",1459437,35,25,25,25,0,Closed,Lecture,Y,,,,Y,,,1:00 PM,1:50 PM,CVPA-105,3,3,15,0
,,ENL, 101,21,1,5888,Critical Writ & Read I,"Sitter,Zak",1616098,35,25,25,25,0,Closed,Lecture,Y,,Y,,Y,,,2:00 PM,2:50 PM,CVPA-156,3,3,15,0
,,ENL, 101,2101,1,16425,Critical Writ & Read I,"Benson,Nancy Mackenzie",287208,30,20,0,6,-6,Closed,Lecture,,,,Y,,,,10:45 AM,1:00 PM,FRCE-209,3,3,0,0
,,ENL, 101,2101,1,16425,Critical Writ & Read I,"Benson,Nancy Mackenzie",287208,30,20,0,6,-6,Closed,Lecture,,Y,,,,,,10:45 AM,1:00 PM,FRCE-208,3,3,0,0
,,ENL, 101,23,1,5889,Critical Writ & Read I,"Sitter,Zak",1616098,35,25,25,24,1,Open,Lecture,Y,,Y,,Y,,,10:00 AM,10:50 AM,SENG-215,3,3,15,0
,,ENL, 101,25,1,5891,Critical Writ & Read I,"Matthews,Marybeth",1575305,35,25,25,24,1,Open,Lecture,Y,,Y,,Y,,,2:00 PM,2:50 PM,CVPA-103,3,3,15,0
,,ENL, 101,26,1,5892,Critical Writ & Read I,"Nadler,Louise Mauran",285325,30,25,25,25,0,Closed,Lecture,,,,Y,,,,8:00 AM,9:15 AM,LARTS-110,3,3,15,0
,,ENL, 101,26,1,5892,Critical Writ & Read I,"Nadler,Louise Mauran",285325,30,25,25,25,0,Closed,Lecture,,Y,,,,,,8:00 AM,9:15 AM,LARTS-203,3,3,15,0
,,ENL, 101,27,1,5893,Critical Writ & Read I,"Wimberly,Suzanne M",156306,30,25,25,25,0,Closed,Lecture,Y,,Y,,,,,6:00 PM,7:15 PM,LARTS-103,3,3,15,0
,,ENL, 101,29,1,5894,Critical Writ & Read I,"Klein,Alison J",1586409,56,25,25,24,1,Open,Lecture,Y,,Y,,Y,,,1:00 PM,1:50 PM,LARTS-116,3,3,15,0
,,ENL, 101,30,1,5895,Critical Writ & Read I,"Cox,Anicca R",1270770,32,25,25,25,0,Closed,Lecture,,,,Y,,,,9:30 AM,10:45 AM,CVPA-105,3,3,15,0
,,ENL, 101,30,1,5895,Critical Writ & Read I,"Cox,Anicca R",1270770,32,25,25,25,0,Closed,Lecture,,Y,,,,,,9:30 AM,10:45 AM,LARTS-202,3,3,15,0
,,ENL, 101,31,1,5896,Critical Writ & Read I,"Higgins III,Wilbur V",287280,39,25,25,25,0,Closed,Lecture,,,,Y,,,,5:00 PM,6:15 PM,LARTS-202,3,3,15,0
,,ENL, 101,31,1,5896,Critical Writ & Read I,"Higgins III,Wilbur V",287280,39,25,25,25,0,Closed,Lecture,,Y,,,,,,5:00 PM,6:15 PM,LARTS-118,3,3,15,0
,,ENL, 101,33,1,5897,Critical Writ & Read I,"De Hertogh,Lori Beth",1579783,30,25,25,24,1,Open,Lecture,Y,,Y,,Y,,,8:00 AM,8:50 AM,LARTS-107,3,3,15,0
,,ENL, 101,34,1,5898,Critical Writ & Read I,"O'Neal,Miriam",285644,35,25,25,25,0,Closed,Lecture,,,,Y,,,,8:00 AM,9:15 AM,LARTS-202,3,3,15,0
,,ENL, 101,34,1,5898,Critical Writ & Read I,"O'Neal,Miriam",285644,35,25,25,25,0,Closed,Lecture,,Y,,,,,,8:00 AM,9:15 AM,CVPA-105,3,3,15,0
,,ENL, 101,35,1,5899,Critical Writ & Read I,"Lincoln,Polly A",705481,39,25,25,25,0,Closed,Lecture,,Y,,Y,,,,3:30 PM,4:45 PM,LARTS-118,3,3,15,0
,,ENL, 101,36,1,5900,Critical Writ & Read I,"De Hertogh,Lori Beth",1579783,25,25,25,25,0,Closed,Lecture,Y,,Y,,Y,,,9:00 AM,9:50 AM,SENG-108,3,3,15,0
,,ENL, 101,38,1,5901,Critical Writ & Read I,"Zellars-Strohl,Shannon",1595756,35,25,25,25,0,Closed,Lecture,,,Y,,,,,8:00 AM,8:50 AM,LARTS-202,3,3,15,0
,,ENL, 101,38,1,5901,Critical Writ & Read I,"Zellars-Strohl,Shannon",1595756,35,25,25,25,0,Closed,Lecture,Y,,,,Y,,,8:00 AM,8:50 AM,CVPA-107,3,3,15,0
,,ENL, 101,39,1,5902,Critical Writ & Read I,"Sousa,Diane M",297579,32,25,25,24,1,Open,Lecture,,,,Y,,,,8:00 AM,9:15 AM,CVPA-105,3,3,15,0
,,ENL, 101,39,1,5902,Critical Writ & Read I,"Sousa,Diane M",297579,32,25,25,24,1,Open,Lecture,,Y,,,,,,8:00 AM,9:15 AM,LARTS-202,3,3,15,0
,,ENL, 101,40,1,5903,Critical Writ & Read I,"Nadler,Louise Mauran",285325,35,25,25,25,0,Closed,Lecture,,,,Y,,,,9:30 AM,10:45 AM,LARTS-202,3,3,15,0
,,ENL, 101,40,1,5903,Critical Writ & Read I,"Nadler,Louise Mauran",285325,35,25,25,25,0,Closed,Lecture,,Y,,,,,,9:30 AM,10:45 AM,CVPA-105,3,3,15,0
,,ENL, 101,41H,1,5904,Critical Writ & Read I,"Teagarden,Alexis Leigh",1536162,30,20,20,19,1,Open,Lecture,,,,Y,,,,12:30 PM,1:45 PM,TEX 102,3,3,15,0
,,ENL, 101,41H,1,5904,Critical Writ & Read I,"Teagarden,Alexis Leigh",1536162,30,20,20,19,1,Open,Lecture,,Y,,,,,,12:30 PM,1:45 PM,LARTS-203,3,3,15,0
,,ENL, 101,43,1,5905,Critical Writ & Read I,"O'Dell,Jacqueline E",1576651,32,25,25,25,0,Closed,Lecture,,,Y,,Y,,,8:00 AM,8:50 AM,CVPA-105,3,3,15,0
,,ENL, 101,43,1,5905,Critical Writ & Read I,"O'Dell,Jacqueline E",1576651,32,25,25,25,0,Closed,Lecture,Y,,,,,,,8:00 AM,8:50 AM,LARTS-202,3,3,15,0
,,ENL, 101,44,1,5906,Critical Writ & Read I,"Hagan,Susan E",183882,32,25,25,25,0,Closed,Lecture,,,,Y,,,,2:00 PM,3:15 PM,LARTS-113,3,3,15,0
,,ENL, 101,44,1,5906,Critical Writ & Read I,"Hagan,Susan E",183882,32,25,25,25,0,Closed,Lecture,,Y,,,,,,2:00 PM,3:15 PM,LARTS-202,3,3,15,0
,,ENL, 101,46,1,5926,Critical Writ & Read I,"Matthews,Marybeth",1575305,30,25,25,23,2,Open,Lecture,,,,,Y,,,9:00 AM,9:50 AM,LARTS-203,3,3,15,0
,,ENL, 101,46,1,5926,Critical Writ & Read I,"Matthews,Marybeth",1575305,30,25,25,23,2,Open,Lecture,Y,,Y,,,,,9:00 AM,9:50 AM,LARTS-118,3,3,15,0
,,ENL, 101,47,1,5927,Critical Writ & Read I,"Evans,Eli Singh",1613795,30,25,25,25,0,Closed,Lecture,Y,,Y,,Y,,,8:00 AM,8:50 AM,LARTS-108,3,3,15,0
,,ENL, 101,48,1,5928,Critical Writ & Read I,"Fallas,Jennifer A",1459437,42,25,25,24,1,Open,Lecture,,,Y,,,,,9:00 AM,9:50 AM,LARTS-203,3,3,15,0
,,ENL, 101,48,1,5928,Critical Writ & Read I,"Fallas,Jennifer A",1459437,42,25,25,24,1,Open,Lecture,Y,,,,Y,,,9:00 AM,9:50 AM,LARTS-119,3,3,15,0
,,ENL, 101,49,1,5929,Critical Writ & Read I,"Higgins III,Wilbur V",287280,35,25,25,25,0,Closed,Lecture,,,,Y,,,,3:30 PM,4:45 PM,LARTS-202,3,3,15,0
,,ENL, 101,49,1,5929,Critical Writ & Read I,"Higgins III,Wilbur V",287280,35,25,25,25,0,Closed,Lecture,,Y,,,,,,3:30 PM,4:45 PM,LARTS-201A,3,3,15,0
,,ENL, 101,52,1,5930,Critical Writ & Read I,"Sitter,Zak",1616098,35,25,25,25,0,Closed,Lecture,Y,,Y,,Y,,,1:00 PM,1:50 PM,CVPA-103,3,3,15,0
,,ENL, 101,54,1,5931,Critical Writ & Read I,"Wimberly,Suzanne M",156306,30,25,25,25,0,Closed,Lecture,Y,,Y,,Y,,,10:00 AM,10:50 AM,LARTS-110,3,3,15,0
,,ENL, 101,61,1,5933,Critical Writ & Read I,"O'Neal,Miriam",285644,39,25,25,25,0,Closed,Lecture,,,,Y,,,,2:00 PM,3:15 PM,LARTS-203,3,3,15,0
,,ENL, 101,61,1,5933,Critical Writ & Read I,"O'Neal,Miriam",285644,39,25,25,25,0,Closed,Lecture,,Y,,,,,,2:00 PM,3:15 PM,LARTS-118,3,3,15,0
,,ENL, 101,6101,CE3,14514,Critical Writ & Read I,"Wimberly,Suzanne M",156306,30,25,25,14,11,Open,Lecture,,,Y,,Y,,,9:00 AM,9:50 AM,LARTS-113,3,3,0,0
,,ENL, 101,6101,CE3,14514,Critical Writ & Read I,"Wimberly,Suzanne M",156306,30,25,25,14,11,Open,Lecture,Y,,,,,,,9:00 AM,9:50 AM,LARTS-203,3,3,0,0
,,ENL, 101,6102,CE3,14516,Critical Writ & Read I,"Benson,Nancy Mackenzie",287208,30,25,25,25,0,Closed,Lecture,,,Y,,,,,10:00 AM,10:50 AM,LARTS-113,3,3,0,0
,,ENL, 101,6102,CE3,14516,Critical Writ & Read I,"Benson,Nancy Mackenzie",287208,30,25,25,25,0,Closed,Lecture,Y,,,,Y,,,10:00 AM,10:50 AM,LARTS-203,3,3,0,0
,,ENL, 101,6103,CE3,14517,Critical Writ & Read I,"Whittingham,Katy E",705486,25,25,25,20,5,Open,Lecture,,Y,,,,,,12:30 PM,1:45 PM,LARTS-202,3,3,0,0
,,ENL, 101,6103,CE3,14517,Critical Writ & Read I,"Whittingham,Katy E",705486,25,25,25,20,5,Open,Lecture,,,,Y,,,,12:30 PM,1:45 PM,CVPA-255,3,3,0,0
,,ENL, 101,6104,CE3,14518,Critical Writ & Read I,"Wimberly,Suzanne M",156306,30,25,25,19,6,Open,Lecture,,,Y,,Y,,,1:00 PM,1:50 PM,LARTS-113,3,3,0,0
,,ENL, 101,6104,CE3,14518,Critical Writ & Read I,"Wimberly,Suzanne M",156306,30,25,25,19,6,Open,Lecture,Y,,,,,,,1:00 PM,1:50 PM,LARTS-203,3,3,0,0
,,ENL, 101,6105,CE3,14519,Critical Writ & Read I,"Savaria,Susan",48955,30,25,25,19,6,Open,Lecture,,,,Y,,,,2:00 PM,3:15 PM,LARTS-202,3,3,0,0
,,ENL, 101,6105,CE3,14519,Critical Writ & Read I,"Savaria,Susan",48955,30,25,25,19,6,Open,Lecture,,Y,,,,,,2:00 PM,3:15 PM,LARTS-113,3,3,0,0
,,ENL, 101,6106,CE3,14520,Critical Writ & Read I,"O'Neal,Miriam",285644,25,25,25,15,10,Open,Lecture,,,,Y,,,,11:00 AM,12:15 PM,LARTS-202,3,3,0,0
,,ENL, 101,6106,CE3,14520,Critical Writ & Read I,"O'Neal,Miriam",285644,25,25,25,15,10,Open,Lecture,,Y,,,,,,11:00 AM,12:15 PM,CVPA-255,3,3,0,0
,,ENL, 101,63,1,5935,Critical Writ & Read I,"Softcheck,John",288099,30,25,25,25,0,Closed,Lecture,,,,Y,,,,11:00 AM,12:15 PM,LARTS-203,3,3,15,0
,,ENL, 101,63,1,5935,Critical Writ & Read I,"Softcheck,John",288099,30,25,25,25,0,Closed,Lecture,,Y,,,,,,11:00 AM,12:15 PM,LARTS-103,3,3,15,0
,,ENL, 101,65,1,5937,Critical Writ & Read I,"Howe,Jenny L",1575906,35,25,25,22,3,Open,Lecture,,,,,Y,,,11:00 AM,11:50 AM,LARTS-202,3,3,15,0
,,ENL, 101,65,1,5937,Critical Writ & Read I,"Howe,Jenny L",1575906,35,25,25,22,3,Open,Lecture,Y,,Y,,,,,11:00 AM,11:50 AM,CVPA-105,3,3,15,0
,,ENL, 101,67,1,5939,Critical Writ & Read I,"Klein,Alison J",1586409,35,25,25,24,1,Open,Lecture,,,,,Y,,,12:00 PM,12:50 PM,LARTS-202,3,3,15,0
,,ENL, 101,67,1,5939,Critical Writ & Read I,"Klein,Alison J",1586409,35,25,25,24,1,Open,Lecture,Y,,Y,,,,,12:00 PM,12:50 PM,CVPA-101,3,3,15,0
,,ENL, 101,68,1,5940,Critical Writ & Read I,"Savaria,Susan",48955,30,25,25,25,0,Closed,Lecture,,Y,,Y,,,,9:30 AM,10:45 AM,LARTS-110,3,3,15,0
,,ENL, 101,69,1,5941,Critical Writ & Read I,"O'Neal,Miriam",285644,30,25,25,19,6,Open,Lecture,,Y,,Y,,,,3:30 PM,4:45 PM,LARTS-113,3,3,15,0
,,ENL, 101,70,1,16504,Critical Writ & Read I,"Wimberly,Suzanne M",156306,30,6,6,6,0,Closed,Lecture,,,Y,,Y,,,9:00 AM,9:50 AM,LARTS-113,3,3,0,0
