Academic Group,Academic Organization,Subject,Catalog Number,Section,Session,Class Number,Title,CLASS_INSTRUCTOR_NAME,Instructor Emplid,Room Capacity,Room Capacity Request,Enrollment Capacity,Total Enrolled,Seats Available,Enrollment Status,Component,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Start Time,End Time,Location,Minimum Units,Maximum Units,Waitlist Cap,Waitlist Total
,,MGT, 312,1,1,14453,Legal Framework Business,"Levinson,Michael E",1624432,114,45,40,54,-14,Closed,Lecture,Y,,Y,,,,,3:30 PM,4:45 PM,LARTS-117,3,3,15,0
,,MGT, 312,2,1,14454,Legal Framework Business,"Camara,William G",287503,60,45,45,40,5,Open,Lecture,Y,,,,,,,6:30 PM,9:30 PM,DION-105,3,3,15,0
,,MGT, 312,3,1,14456,Legal Framework Business,"Golen,Richard F",287135,60,45,45,44,1,Open,Lecture,,Y,,Y,,,,8:00 AM,9:15 AM,DION-114,3,3,15,0
,,MGT, 312,4,1,14457,Legal Framework Business,"Golen,Richard F",287135,60,45,47,48,-1,Closed,Lecture,,Y,,Y,,,,9:30 AM,10:45 AM,DION-114,3,3,15,0
,,MGT, 312,5,1,14458,Legal Framework Business,"Golen,Richard F",287135,60,45,42,45,-3,Closed,Lecture,,Y,,Y,,,,12:30 PM,1:45 PM,DION-114,3,3,15,0
,,MGT, 312,06H,1,14455,Legal Framework Business,"Levinson,Michael E",1624432,114,5,5,5,0,Closed,Lecture,Y,,Y,,,,,3:30 PM,4:45 PM,LARTS-117,3,3,5,0
,,MGT, 312,8101,CE1,14838,Legal Framework Business,"Camara,William G",287503,60,5,5,4,1,Open,Lecture,Y,,,,,,,6:30 PM,9:30 PM,DION-105,3,3,0,0
,,MGT, 320,1,1,14459,International Management,"Suchon,Kathleen",286919,48,50,35,38,-3,Closed,Lecture,,Y,,Y,,,,12:30 PM,1:45 PM,LARTS-206,3,3,15,0
,,MGT, 331,1,1,14460,Project Team Management,"Holloway Cripps,Kaisa Geraldine",326216,30,50,38,37,1,Open,Lecture,,Y,,Y,,,,5:00 PM,6:15 PM,DION-109,3,3,15,0
,,MGT, 331,2,1,14461,Project Team Management,"Paknis,Matthew B",975347,60,50,33,34,-1,Closed,Lecture,,,,Y,,,,6:30 PM,9:30 PM,DION-105,3,3,15,0
,,MGT, 331,8101,CE1,14839,Project Team Management,"Paknis,Matthew B",975347,60,5,5,7,-2,Closed,Lecture,,,,Y,,,,6:30 PM,9:30 PM,DION-105,3,3,3,0
,,MGT, 365,1,1,14462,Leading and Managing People,"Jamro,Konrad",1604175,56,50,40,39,1,Open,Lecture,Y,,Y,,Y,,,8:00 AM,8:50 AM,TEX 101,3,3,15,0
,,MGT, 365,2,1,14463,Leading and Managing People,"Jamro,Konrad",1604175,56,50,36,42,-6,Closed,Lecture,Y,,Y,,Y,,,9:00 AM,9:50 AM,TEX 101,3,3,15,0
,,MGT, 371,1,1,14464,Intro Small Business Managmnt,"Girard,Jeanne Ellen",116798,50,40,35,40,-5,Closed,Lecture,Y,,,,,,,6:30 PM,9:30 PM,SENG-117,3,3,15,0
,,MGT, 371,8101,CE1,14840,Intro Small Business Managmnt,"Girard,Jeanne Ellen",116798,50,5,5,5,0,Closed,Lecture,Y,,,,,,,6:30 PM,9:30 PM,SENG-117,3,3,0,0
,,MGT, 372,1,1,14465,Entrepreneurship,"Girard,Jeanne Ellen",116798,50,40,35,41,-6,Closed,Lecture,,,Y,,,,,6:30 PM,9:30 PM,SENG-117,3,3,15,0
,,MGT, 372,8101,CE1,14841,Entrepreneurship,"Girard,Jeanne Ellen",116798,50,5,5,4,1,Open,Lecture,,,Y,,,,,6:30 PM,9:30 PM,SENG-117,3,3,0,0
,,MGT, 399,1,1,14217,Internship in Management,"Griffin,Michael P",300678,,10,10,5,5,Open,Practicum,,,,,,,,,,,3,3,10,0
,,MGT, 401,1,1,14466,"Selection, Staffing&Career Dev","Einstein,Jacqueline E",350619,60,40,30,30,0,Closed,Lecture,Y,,Y,,Y,,,1:00 PM,1:50 PM,DION-101,3,3,15,0
,,MGT, 401,2,1,14467,"Selection, Staffing&Career Dev","Einstein,Jacqueline E",350619,60,50,35,35,0,Closed,Lecture,Y,,Y,,Y,,,2:00 PM,2:50 PM,DION-110,3,3,15,0
,,MGT, 443,1,1,14468,Human Resource Management,"Kowalski,Kellyann B",286928,48,48,35,33,2,Open,Lecture,,Y,,Y,,,,11:00 AM,12:15 PM,TEX 102,3,3,15,0
,,MGT, 452,1,1,14469,Employment Law,"Coury,Michael J",1622079,60,15,15,17,-2,Closed,Lecture,,Y,,,,,,6:30 PM,9:30 PM,DION-105,3,3,5,0
,,MGT, 452,8101,CE1,14843,Employment Law,"Coury,Michael J",1622079,60,20,20,5,15,Open,Lecture,,Y,,,,,,6:30 PM,9:30 PM,DION-105,3,3,0,0
,,MGT, 490,1,1,14470,Strat Mgt & Policy Form,"Parayitam,Satya",1054606,20,45,35,39,-4,Closed,Lecture,Y,,,,,,,6:30 PM,9:30 PM,TEX 001,3,3,10,0
,,MGT, 490,2,1,14471,Strat Mgt & Policy Form,"Parayitam,Satya",1054606,48,45,35,38,-3,Closed,Lecture,,,,Y,,,,11:00 AM,12:15 PM,TEX 001,3,3,15,0
,,MGT, 490,2,1,14471,Strat Mgt & Policy Form,"Parayitam,Satya",1054606,48,45,35,38,-3,Closed,Lecture,,Y,,,,,,11:00 AM,12:15 PM,SENG-114,3,3,15,0
,,MGT, 490,3,1,14472,Strat Mgt & Policy Form,"Parayitam,Satya",1054606,48,45,35,34,1,Open,Lecture,,,,Y,,,,12:30 PM,1:45 PM,TEX 001,3,3,15,0
,,MGT, 490,3,1,14472,Strat Mgt & Policy Form,"Parayitam,Satya",1054606,48,45,35,34,1,Open,Lecture,,Y,,,,,,12:30 PM,1:45 PM,SENG-114,3,3,15,0
,,MGT, 490,4,1,14473,Strat Mgt & Policy Form,"Papenhausen,Chris K",285343,20,45,35,35,0,Closed,Lecture,,,,Y,,,,2:00 PM,3:15 PM,TEX 001,3,3,15,0
,,MGT, 490,4,1,14473,Strat Mgt & Policy Form,"Papenhausen,Chris K",285343,20,45,35,35,0,Closed,Lecture,,Y,,,,,,2:00 PM,3:15 PM,SENG-215,3,3,15,0
,,MGT, 490,5,1,14474,Strat Mgt & Policy Form,"Papenhausen,Chris K",285343,50,45,35,35,0,Closed,Lecture,,,,Y,,,,3:30 PM,4:45 PM,TEX 001,3,3,15,0
,,MGT, 490,5,1,14474,Strat Mgt & Policy Form,"Papenhausen,Chris K",285343,50,45,35,35,0,Closed,Lecture,,Y,,,,,,3:30 PM,4:45 PM,SENG-113,3,3,15,0
,,MGT, 490,8101,CE1,14844,Strat Mgt & Policy Form,"Parayitam,Satya",1054606,20,5,5,7,-2,Closed,Lecture,Y,,,,,,,6:30 PM,9:30 PM,TEX 001,3,3,0,0
,,MGT, 495,8101,CE8,15596,Independent Study,"McGarry,Canice H",282863,0,1,1,1,0,Closed,Independent Study,,,,,,,,,,NOROOM,6,6,0,0
,,MGT, 650,1,1,14475,Adv Organization Behavi,"Bejtlich,Michael",325784,60,45,25,26,-1,Closed,Lecture,,,Y,,,,,6:30 PM,9:30 PM,DION-114,3,3,15,0
,,MGT, 650,2101,CE6,14793,Adv Organization Behavi,"Henchy,David P",1410202,48,25,0,19,-19,Closed,Lecture,,,,Y,,,,6:30 PM,9:30 PM,LARTS-206,3,3,0,0
,,MGT, 650,2102,CE6,14794,Adv Organization Behavi,"Yasutake,Kuniko",1251663,48,25,0,20,-20,Closed,Lecture,,,Y,,,,,6:30 PM,9:30 PM,LARTS-206,3,3,0,0
,,MGT, 650,7505,CE2,14043,Adv Organization Behavi,"Hess,Patricia",817715,0,25,25,18,7,Open,Lecture,Y,,,,,,,5:30 PM,9:30 PM,QPC 9FL,3,3,0,0
,,MGT, 650,8101,CE1,14845,Adv Organization Behavi,"Bejtlich,Michael",325784,60,5,5,3,2,Open,Lecture,,,Y,,,,,6:30 PM,9:30 PM,DION-114,3,3,0,0
,,MGT, 659,1,1,14476,Strategic Management,"Parayitam,Satya",1054606,50,45,30,27,3,Open,Lecture,,,,Y,,,,5:00 PM,6:15 PM,TEX 001,3,3,15,0
,,MGT, 659,1,1,14476,Strategic Management,"Parayitam,Satya",1054606,50,45,30,27,3,Open,Lecture,,Y,,,,,,5:00 PM,6:15 PM,SENG-118,3,3,15,0
,,MGT, 659,2,1,14477,Strategic Management,"Papenhausen,Chris K",285343,20,45,25,20,5,Open,Lecture,,,,Y,,,,6:30 PM,9:30 PM,SENG-117,3,3,15,0
,,MGT, 659,2,1,14477,Strategic Management,"Papenhausen,Chris K",285343,20,45,25,20,5,Open,Lecture,,,,Y,,,,6:30 PM,9:30 PM,TEX 001,3,3,15,0
,,MGT, 659,7506,CE4,14046,Strategic Management,"Bejtlich,Michael",325784,0,25,25,6,19,Open,Lecture,Y,,,,,,,5:00 PM,9:00 PM,SLH LIB,3,3,0,0
,,MGT, 659,8101,CE1,14846,Strategic Management,"Papenhausen,Chris K",285343,20,5,5,3,2,Open,Lecture,,,,Y,,,,6:30 PM,9:30 PM,SENG-117,3,3,0,0
,,MGT, 659,8101,CE1,14846,Strategic Management,"Papenhausen,Chris K",285343,20,5,5,3,2,Open,Lecture,,,,Y,,,,6:30 PM,9:30 PM,TEX 001,3,3,0,0
,,MGT, 675,7101,CE1,14775,Managing Across Cultures,"Maher,Vincent F",1617819,0,25,25,22,3,Open,Lecture,,,,,,,,,,ONLINE,3,3,0,0
,,MGT, 690,2,1,15791,Special Topics,"Kowalski,Kellyann B",286928,48,5,5,4,1,Open,Lecture,,Y,,Y,,,,11:00 AM,12:15 PM,TEX 102,3,3,0,0
,,MKT, 311,1,1,14479,Principles of Marketing,"Chang,Wencheng Joseph",1623200,60,48,37,37,0,Closed,Lecture,Y,,Y,,Y,,,8:00 AM,8:50 AM,DION-105,3,3,15,0
,,MKT, 311,2,1,14480,Principles of Marketing,"Chang,Wencheng Joseph",1623200,60,48,48,47,1,Open,Lecture,Y,,Y,,Y,,,12:00 PM,12:50 PM,DION-114,3,3,15,0
,,MKT, 311,3,1,14481,Principles of Marketing,"Mahoney,Kelley Hayes",877247,60,48,38,41,-3,Closed,Lecture,,,Y,,,,,6:30 PM,9:30 PM,DION-105,3,3,15,0
,,MKT, 311,4,1,14482,Principles of Marketing,"Ariguzo,Godwin C",287116,50,48,42,45,-3,Closed,Lecture,,Y,,Y,,,,11:00 AM,12:15 PM,SENG-118,3,3,15,0
,,MKT, 311,5,1,14483,Principles of Marketing,"Ariguzo,Godwin C",287116,50,48,38,38,0,Closed,Lecture,,Y,,Y,,,,8:00 AM,9:15 AM,SENG-118,3,3,15,0
,,MKT, 311,7101,CE1,14754,Principles of Marketing,"Ariguzo,Godwin C",287116,0,10,25,15,10,Open,Lecture,,,,,,,,,,ONLINE,3,3,0,0
,,MKT, 311,7110,CE1,14755,Principles of Marketing,"Ariguzo,Godwin C",287116,0,15,25,1,24,Open,Lecture,,,,,,,,,,ONLINE,3,3,0,0
,,MKT, 311,8101,CE1,15278,Principles of Marketing,"Mahoney,Kelley Hayes",877247,60,5,5,3,2,Open,Lecture,,,Y,,,,,6:30 PM,9:30 PM,DION-105,3,3,0,0
,,MKT, 330,1,1,14484,Mktng Intell & Info Tech,"Ariguzo,Godwin C",287116,50,44,39,34,5,Open,Lecture,,Y,,Y,,,,9:30 AM,10:45 AM,SENG-118,3,3,15,0
,,MKT, 330,8101,CE9,16181,Mktng Intell & Info Tech,"Ariguzo,Godwin C",287116,50,1,1,1,0,Closed,Lecture,,Y,,Y,,,,9:30 AM,10:45 AM,SENG-118,3,3,0,0
,,MKT, 331,1,1,14485,Integrated Marketing Communica,"Curran,Catherine M.",703715,48,45,40,41,-1,Closed,Lecture,,,,Y,,,,11:00 AM,12:15 PM,SENG-114,3,3,15,0
,,MKT, 331,1,1,14485,Integrated Marketing Communica,"Curran,Catherine M.",703715,48,45,40,41,-1,Closed,Lecture,,Y,,,,,,11:00 AM,12:15 PM,TEX 001,3,3,15,0
,,MKT, 399,1,1,14214,Internship in Marketing,"Griffin,Michael P",300678,,10,10,6,4,Open,Practicum,,,,,,,,,,,3,3,10,0
,,MKT, 421,1,1,14489,Advertising,"Mora,Jose D",1207804,50,48,35,36,-1,Closed,Lecture,,Y,,Y,,,,3:30 PM,4:45 PM,SENG-118,3,3,15,0
,,MKT, 431,2,1,14491,Consumer Behavior,"Curran,Catherine M.",703715,48,50,40,34,6,Open,Lecture,Y,,Y,,,,,5:00 PM,6:15 PM,SENG-114,3,3,15,0
,,MKT, 431,8101,CE1,14847,Consumer Behavior,"Curran,Catherine M.",703715,48,5,5,1,4,Open,Lecture,Y,,Y,,,,,5:00 PM,6:15 PM,SENG-114,3,3,0,0
,,MKT, 441,1,1,14492,Marketing Management,"White,D. Steven",297528,48,60,30,39,-9,Closed,Lecture,,Y,,Y,,,,11:00 AM,12:15 PM,LARTS-214,3,3,15,0
,,MKT, 442,1,1,14493,Marketing Research,"Barnes,Nora G",287138,30,60,30,21,9,Open,Lecture,,Y,,Y,,,,11:00 AM,12:15 PM,DION-109,3,3,15,0
,,MKT, 442,2,1,14814,Marketing Research,"Barnes,Nora G",287138,30,60,30,29,1,Open,Lecture,,Y,,Y,,,,9:30 AM,10:45 AM,DION-109,3,3,15,0
,,MKT, 443,1,1,14494,Social Media Marketing,"White,D. Steven",297528,60,60,40,49,-9,Closed,Lecture,,Y,,,,,,3:30 PM,4:45 PM,DION-110,3,3,15,0
,,MKT, 443,2,1,14495,Social Media Marketing,"White,D. Steven",297528,60,60,35,41,-6,Closed,Lecture,,,,Y,,,,3:30 PM,4:45 PM,DION-110,3,3,15,0
,,MKT, 650,1,1,14498,Marketing Strategy,"Mora,Jose D",1207804,50,48,30,32,-2,Closed,Lecture,,Y,,,,,,6:30 PM,9:30 PM,SENG-113,3,3,15,0
,,MKT, 650,2,1,14499,Marketing Strategy,"Mora,Jose D",1207804,30,48,25,27,-2,Closed,Lecture,,,,Y,,,,6:30 PM,9:30 PM,DION-109,3,3,15,0
,,MKT, 650,7101,CE1,16177,Marketing Strategy,"Curran,Catherine M.",703715,0,25,25,9,16,Open,Lecture,,,,,,,,,,ONLINE,3,3,0,0
,,MKT, 650,7110,CE1,14854,Marketing Strategy,"Curran,Catherine M.",703715,0,25,25,12,13,Open,Lecture,,,,,,,,,,ONLINE,3,3,0,0
,,MKT, 650,7506,CE2,14050,Marketing Strategy,"White,D. Steven",297528,0,25,25,16,9,Open,Lecture,Y,,,,,,,5:00 PM,9:00 PM,SLH LIB,3,3,0,0
,,MKT, 650,8101,CE1,14849,Marketing Strategy,"Mora,Jose D",1207804,30,5,5,5,0,Closed,Lecture,,,,Y,,,,6:30 PM,9:30 PM,DION-109,3,3,0,0
,,MKT, 690,1,1,14500,Special Topics in Market,"White,D. Steven",297528,60,60,25,20,5,Open,Lecture,,,,Y,,,,6:30 PM,9:30 PM,DION-110,3,3,15,0
,,MKT, 690,8101,CE1,14850,Special Topics in Market,"White,D. Steven",297528,60,5,5,3,2,Open,Lecture,,,,Y,,,,6:30 PM,9:30 PM,DION-110,3,3,0,0
,,MKT, 695,1,1,16817,Independent Study,"Barnes,Nora G",287138,,1,1,1,0,Closed,Independent Study,,,,,,,,,,,3,3,0,0
CVPA,Art Ed,AED, 200,1,1,5199,Meth & Mat:Cur Methods,"Miraglia,Kathy A",286978,25,18,18,5,13,Open,Lecture,,Y,,,,,,10:00 AM,10:50 AM,NOROOM,3,3,10,0
,,AED, 200,1,1,5199,Meth & Mat:Cur Methods,"Miraglia,Kathy A",286978,25,18,18,5,13,Open,Lecture,,,,Y,,,,12:30 PM,3:20 PM,CVPA-263,3,3,10,0
,,AED, 200,2,1,5200,Meth & Mat:Cur Methods,"Miraglia,Kathy A",286978,25,18,18,6,12,Open,Lecture,,Y,,,,,,10:00 AM,10:50 AM,NOROOM,3,3,10,0
,,AED, 200,2,1,5200,Meth & Mat:Cur Methods,"Miraglia,Kathy A",286978,25,18,18,6,12,Open,Lecture,,,,Y,,,,12:30 PM,3:20 PM,CVPA-263,3,3,10,0
,,AED, 305,1,1,5201,Soc Phil & His Of Art Ed,"Oliver,Kristi L",322409,25,18,18,7,11,Open,Lecture,,,Y,,,,,12:00 PM,2:50 PM,CVPA-263,3,3,10,0
,,AED, 415,1,1,5202,Sp Needs:Current Issues,"Geisser,Maura J",285615,25,18,18,8,10,Open,Lecture,,,,Y,,,,12:30 PM,1:30 PM,NOROOM,3,3,10,0
,,AED, 415,1,1,5202,Sp Needs:Current Issues,"Geisser,Maura J",1287872,25,18,18,8,10,Open,Lecture,,,,Y,,,,12:30 PM,1:30 PM,NOROOM,3,3,10,0
,,AED, 415,1,1,5202,Sp Needs:Current Issues,"Geisser,Maura J",285615,25,18,18,8,10,Open,Lecture,,,Y,,,,,4:00 PM,6:50 PM,CVPA-263,3,3,10,0
,,AED, 415,1,1,5202,Sp Needs:Current Issues,"Geisser,Maura J",1287872,25,18,18,8,10,Open,Lecture,,,Y,,,,,4:00 PM,6:50 PM,CVPA-263,3,3,10,0
,,AED, 415,2,1,5203,Sp Needs:Current Issues,"Geisser,Maura J",285615,25,18,18,5,13,Open,Lecture,,,,Y,,,,1:30 PM,2:30 PM,NOROOM,3,3,10,0
,,AED, 415,2,1,5203,Sp Needs:Current Issues,"Geisser,Maura J",1287872,25,18,18,5,13,Open,Lecture,,,,Y,,,,1:30 PM,2:30 PM,NOROOM,3,3,10,0
,,AED, 415,2,1,5203,Sp Needs:Current Issues,"Geisser,Maura J",285615,25,18,18,5,13,Open,Lecture,,,Y,,,,,4:00 PM,6:50 PM,CVPA-263,3,3,10,0
,,AED, 415,2,1,5203,Sp Needs:Current Issues,"Geisser,Maura J",1287872,25,18,18,5,13,Open,Lecture,,,Y,,,,,4:00 PM,6:50 PM,CVPA-263,3,3,10,0
,,AED, 470,1,1,5204,Special Topics in Art Ed,"Oliver,Kristi L",322409,25,18,18,13,5,Open,Lecture,Y,,,,,,,4:00 PM,6:50 PM,CVPA-263,3,3,10,0
,,AED, 500,1,1,5205,Meth & Mat:Cur Methods,"Miraglia,Kathy A",286978,25,5,5,0,5,Open,Lecture,,Y,,,,,,10:00 AM,10:50 AM,NOROOM,3,3,5,0
,,AED, 500,1,1,5205,Meth & Mat:Cur Methods,"Miraglia,Kathy A",286978,25,5,5,0,5,Open,Lecture,,,,Y,,,,12:30 PM,3:20 PM,CVPA-263,3,3,5,0
,,AED, 500,2,1,5206,Meth & Mat:Cur Methods,"Miraglia,Kathy A",286978,25,5,5,0,5,Open,Lecture,,Y,,,,,,10:00 AM,10:50 AM,NOROOM,3,3,5,0
,,AED, 500,2,1,5206,Meth & Mat:Cur Methods,"Miraglia,Kathy A",286978,25,5,5,0,5,Open,Lecture,,,,Y,,,,12:30 PM,3:20 PM,CVPA-263,3,3,5,0
,,AED, 505,1,1,5207,Soc Phil & His Of Art Ed,"Oliver,Kristi L",322409,25,18,18,1,17,Open,Lecture,,,Y,,,,,12:00 PM,2:50 PM,CVPA-263,3,3,10,0
,,AED, 515,1,1,5208,Sp Needs:Current Issues,"Geisser,Maura J",285615,25,5,5,0,5,Open,Lecture,,,,Y,,,,12:30 PM,1:30 PM,NOROOM,3,3,5,0
,,AED, 515,1,1,5208,Sp Needs:Current Issues,"Geisser,Maura J",1287872,25,5,5,0,5,Open,Lecture,,,,Y,,,,12:30 PM,1:30 PM,NOROOM,3,3,5,0
,,AED, 515,1,1,5208,Sp Needs:Current Issues,"Geisser,Maura J",285615,25,5,5,0,5,Open,Lecture,,,Y,,,,,4:00 PM,6:50 PM,CVPA-263,3,3,5,0
,,AED, 515,1,1,5208,Sp Needs:Current Issues,"Geisser,Maura J",1287872,25,5,5,0,5,Open,Lecture,,,Y,,,,,4:00 PM,6:50 PM,CVPA-263,3,3,5,0
,,AED, 515,2,1,5209,Sp Needs:Current Issues,"Geisser,Maura J",285615,25,5,5,0,5,Open,Lecture,,,,Y,,,,1:30 PM,2:30 PM,NOROOM,3,3,5,0
,,AED, 515,2,1,5209,Sp Needs:Current Issues,"Geisser,Maura J",1287872,25,5,5,0,5,Open,Lecture,,,,Y,,,,1:30 PM,2:30 PM,NOROOM,3,3,5,0
,,AED, 515,2,1,5209,Sp Needs:Current Issues,"Geisser,Maura J",285615,25,5,5,0,5,Open,Lecture,,,Y,,,,,4:00 PM,6:50 PM,CVPA-263,3,3,5,0
,,AED, 515,2,1,5209,Sp Needs:Current Issues,"Geisser,Maura J",1287872,25,5,5,0,5,Open,Lecture,,,Y,,,,,4:00 PM,6:50 PM,CVPA-263,3,3,5,0
,,AED, 570,1,1,5210,Special Topics in Art Ed,"Oliver,Kristi L",322409,25,18,18,3,15,Open,Lecture,Y,,,,,,,4:00 PM,6:50 PM,CVPA-263,3,3,10,0
,,AED, 596,8101,CE8,16730,Directed Study,"Smilan,Cathy",971788,0,1,1,1,0,Closed,Independent Study,,,,,,,,,,NOROOM,3,3,0,0
,,AED, 600,1,1,5211,Research:Current Issues,"Miraglia,Kathy A",286978,10,12,12,6,6,Open,Seminar,,Y,,,,,,4:00 PM,6:50 PM,CVPA-157,3,3,10,0
,,AED, 618,1,1,5213,Com Partner:Beyond School,"Smilan,Cathy",971788,25,10,10,6,4,Open,Practicum,,Y,,,,,,4:00 PM,6:50 PM,CVPA-263,3,3,10,0
,,AED, 630,1,1,5212,Grad Studio:Art Prac Vis Rsch,"Smilan,Cathy",971788,0,10,10,7,3,Open,Studio,,,Y,,,,,4:00 PM,6:50 PM,NOROOM,3,3,10,0
,Art Hist,ARH, 105,1,1,13472,Visual Imagery: Critical Intro,"Stubblefield,Thomas B",1207682,114,85,85,84,1,Open,Lecture,Y,,Y,,Y,,,9:00 AM,9:50 AM,LARTS-117,3,3,15,0
,,ARH, 125,1,1,13473,Renaissance to Modern Art,"Meredith,Hallie G",1355652,,67,67,62,5,Open,Lecture,,,,,,,,,,,3,3,10,0
,,ARH, 125,2,1,13474,Renaissance to Modern Art,"Stubblefield,Thomas B",1207682,114,62,62,63,-1,Closed,Lecture,Y,,Y,,Y,,,12:00 PM,12:50 PM,LARTS-117,3,3,15,0
,,ARH, 125,3,1,13475,Renaissance to Modern Art,"Meredith,Hallie G",1355652,,67,67,57,10,Open,Lecture,,,,,,,,,,,3,3,15,0
,,ARH, 125,04H,1,13476,Renaissance to Modern Art,"Stubblefield,Thomas B",1207682,35,20,20,15,5,Open,Lecture,Y,,Y,,Y,,,10:00 AM,10:50 AM,CVPA-156,3,3,15,0
,,ARH, 125,7101,CE2,13960,Renaissance to Modern Art,"Stubblefield,Thomas B",1207682,0,25,25,21,4,Open,Lecture,,,,,,,,,,ONLINE,3,3,0,0
,,ARH, 150,7101,CE4,13961,Modern-Contemporary Art,"Stubblefield,Thomas B",1207682,0,25,25,19,6,Open,Lecture,,,,,,,,,,ONLINE,3,3,0,0
,,ARH, 200,1,1,13489,Studies in Visual Culture,"Karimi,Pamela",1103756,35,25,25,25,0,Closed,Lecture,Y,,Y,,Y,,,12:00 PM,12:50 PM,CVPA-156,3,3,15,0
,,ARH, 200,2,1,13490,Studies in Visual Culture,"Karimi,Pamela",1103756,35,25,25,22,3,Open,Lecture,Y,,Y,,Y,,,1:00 PM,1:50 PM,CVPA-156,3,3,15,0
,,ARH, 200,3,1,13491,Studies in Visual Culture,"Dempsey,Anna M",706232,35,25,25,27,-2,Closed,Lecture,,Y,,Y,,,,9:30 AM,10:45 AM,CVPA-156,3,3,15,0
,,ARH, 323,1,1,13494,"Women, Film, & Popular Culture","Holloway,Memory A",286987,35,23,23,23,0,Closed,Lecture,,Y,,,,,,3:30 PM,6:00 PM,CVPA-156,3,3,15,0
,,ARH, 329,7101,CE4,13963,Portraiture,"Stubblefield,Thomas B",1207682,0,15,15,2,13,Open,Lecture,,,,,,,,,,ONLINE,3,3,0,0
,,ARH, 340,1,1,13495,Hist Animation&Experiment Film,"Dempsey,Anna M",706232,35,25,25,23,2,Open,Lecture,,Y,,Y,,,,12:30 PM,1:45 PM,CVPA-156,3,3,15,0
,,ARH, 349,1,1,13639,Architecture & Sustainability,"Karimi,Pamela",1103756,35,25,25,28,-3,Closed,Lecture,Y,,Y,,Y,,,3:00 PM,3:50 PM,CVPA-156,3,3,15,0
,,ARH, 355,1,1,13488,American Art & Social Justice,"Holloway,Memory A",286987,0,12,12,9,3,Open,Lecture,,,,Y,,,,6:30 PM,9:00 PM,NOROOM,3,3,10,0
,,ARH, 500,1,1,13502,Meth&Theory In Art Hist,"Holloway,Memory A",286987,15,15,15,13,2,Open,Lecture,,,Y,,,,,9:00 AM,11:30 AM,STAR 144A,3,3,10,0
,,ARH, 595,1,1,16558,Independent Study,"Holloway,Memory A",286987,,1,1,1,0,Closed,Independent Study,,,,,,,,,,,3,3,0,0
,Artisanry,ATR, 126,1,1,13524,"Art,Craft&Popular Object","Thompson,Alan B",286971,50,50,50,16,34,Open,Lecture,Y,,Y,,Y,,,1:00 PM,1:50 PM,AUD-006,3,3,15,0
,,ATR, 273,1,1,13526,Introduction to Fibers,"Goransson,Anna Kristina",703416,16,16,16,14,2,Open,Studio,,,,,Y,,,10:00 AM,3:50 PM,STAR 256A,3,3,10,0
,,ATR, 274,1,1,15130,Introduction to Weaving,"Hamlin,Charlotte",285286,15,18,18,5,13,Open,Studio,,Y,,Y,,,,12:30 PM,3:15 PM,STAR 223,3,3,10,0
,,ATR, 277,1,1,13540,Sewn Constructions,"Goransson,Anna Kristina",703416,16,16,16,8,8,Open,Studio,,Y,,Y,,,,3:30 PM,6:15 PM,STAR 256A,3,3,10,0
,,ATR, 291,1,1,13541,Ceramics I:Handbuilding,"Vogel,Hanna Camille",1490798,15,15,15,14,1,Open,Studio,Y,,Y,,,,,9:00 AM,11:50 AM,STAR 432,3,3,10,0
,,ATR, 292,1,1,13542,Ceramics II:Wheelthrowing,"Watkins,Amanda Christine",1475859,15,16,16,10,6,Open,Studio,,Y,,Y,,,,3:30 PM,6:15 PM,STAR 431,3,3,10,0
,,ATR, 293,1,1,13543,Jewelry/Metals I,"Thompson,Alan B",286971,16,14,14,14,0,Closed,Studio,Y,,Y,,,,,9:00 AM,11:50 AM,STAR 250,3,3,10,0
,,ATR, 308,1,1,15272,Kiln Building,"Lawton,James B",286985,20,18,18,4,14,Open,Studio,,Y,,Y,,,,9:30 AM,12:15 PM,STAR 144,3,3,5,0
,,ATR, 308,1,1,15272,Kiln Building,"Lawton,James B",286985,20,18,18,4,14,Open,Studio,,Y,,Y,,,,9:30 AM,12:15 PM,STAR 427,3,3,5,0
,,ATR, 373,1,1,13546,Complex Weaving,"Hamlin,Charlotte",285286,15,16,16,6,10,Open,Studio,,Y,,Y,,,,12:30 PM,3:15 PM,STAR 223,3,3,10,0
,,ATR, 391,1,1,13548,Ceramics III,"Lawton,James B",286985,15,12,12,7,5,Open,Studio,,Y,,Y,,,,12:30 PM,3:15 PM,STAR 426,3,3,10,0
,,ATR, 393,1,1,13549,Jewelry/Metals III,"Hamlet,Susan H",286989,16,10,10,2,8,Open,Studio,Y,,Y,,,,,9:00 AM,11:50 AM,STAR 238,3,3,10,0
,,ATR, 476,1,1,13551,Senior Fibers I,"Hamlin,Charlotte",285286,16,12,12,3,9,Open,Studio,,,,,Y,,,9:00 AM,2:50 PM,STAR 264,3,3,10,0
,,ATR, 477,1,1,13553,Textile Design Portfolio I,"Hamlin,Charlotte",285286,16,12,12,3,9,Open,Studio,Y,,Y,,,,,9:00 AM,11:50 AM,STAR 256A,3,3,10,0
,,ATR, 491,1,1,13554,Ceramics V,"Hutchinson,Rebecca S",297513,12,12,12,7,5,Open,Studio,,Y,,Y,,,,12:30 PM,3:15 PM,STAR 425,3,3,10,0
